Description,Category
NYSTATIN/TRIAMCINOLONE CREA,RX
PRAMIPEXOLE 0.125 MG TABLET,RX
PRAMIPEXOLE DI-HCL 0.125MG TABLET,RX
PRAMIPEXOLE DIHYDROCHLORIDE 0.5MG TABLET,RX
PRAMIPEXOLE 0.5MG TAB,RX
PRAMIPEXOLE 1 MG TABLET,RX
LEVOCETIRIZINE 5MG TABLET,RX
OLMESARTAN MEDOXOMIL 40MG TAB,RX
SEVELAMER HYDROCHLORIDE 400MG TABS,RX
CICLOPIROX 0.77% GEL,RX
ZOLMITRIPTAN F/C UD 5MG TABLET,RX
MUPIROCIN 0.02 CREA,RX
VORICONAZOLE 200MG TABS,RX
NITROGLYCERIN 0.6 MG TABLET SL,RX
MEDI-PAK 8403 KNEE LG REG WH,SUPPLY-NON IV
CALAZINC BODY SHIELD OINT OINT,OTC
NIFEDIPINE CC 30MG TABLET ER,RX
NIFEDIPINE ER 90 MG TABLET,RX
NIFEDIPINE ER 30MG TAB ER 24,RX
PHYTONADIONE TAB 5MG,RX
DIAZEPAM RECTAL GEL 10MG GEL,RX
DILTIAZEM 24HR ER 120MG CAP ER 24H,RX
SECUADO 3.8MG/24HR PATCH,RX
SECUADO-3.8MG/24HR PATCH,RX
SECUADO 3.8MG/24HR PT24,RX
TOPIRAMATE TAB 25MG,RX
MELOXICAM 7.5 MG TABLET,RX
MELOXICAM 7.5MG TAB,RX
MELOXICAM 15 MG TABLET,RX
MELOXICAM 15MG TAB,RX
ABACAVIR SULFATE/LAMIVUDINE TABS,RX
ESOMEPRAZOLE MAG 20MG PACKET,RX
RALOXIFENE 60MG TAB,RX
QUINAPRIL HCL 40MG TABLET,RX
FOSINOPRIL SODIUM 40MG TABS,RX
NADOLOL TAB 20MG,RX
NADOLOL 40 MG TABLET,RX
NADOLOL 80 MG TABLET,RX
BUPROPION XL 300MG TAB ER 24H,RX
OMEPRAZOLE DR 10MG CPDR,RX
PREGABALIN 300MG CAPS,RX
PREGABALIN 200MG CAP,RX
ERYTHROMYCIN TAB 250MG BS,RX
ERYTHROMYCIN BASE 250MG TAB,RX
ERYTHROMYCIN BASE 500MG TAB,RX
BUMETANIDE 0.5MG TAB,RX
BUMETANIDE TAB 1MG,RX
ERYTHROMYCIN ETHYLSUCCINATE 200MG/5ML SUSR,RX
URSODIOL 300MG CAP,RX
POTASSIUM CHLORIDE 20MEQ PKT,RX
GLYCOPYRROLATE 2MG TABS,RX
HYDROCHLOROTHIAZIDE 12.5MG TAB,RX
NU-MAG 71.5 MG TABLET,OTC
NIFEDIPINE 10MG CAPS,RX
CIPROFLOXACIN 0.3% EYE DROP,RX
PROCTO-MED HC 2.5% CREAM,RX
LORAZEPAM 2MG TAB,RX
DIAZEPAM 5MG/ML INJ.-2ML,RX
VISBIOME PRO CAP HIGH POT,OTC
PHENAZOPYRIDINE 100 MG TAB,RX
PHENAZOPYRIDINE HCL 100MG TABLET,RX
PHENAZOPYRID TAB 200MG,RX
VALPROIC ACD CAP 250MG,RX
TRIHEXYPHENIDYL 2MG TAB,RX
TARGADOX 50MG TAB,RX
ONDANSETRON HYDROCHLORIDE 4MG/2ML SOLN,RX
Solu-CORTEF 100MG SOLR INJ,RX  
VIRT-CAP,RX  
VIRT-CAPS 1MG CAPSULE,RX  
VP-VITE RX TAB,RX
NAPROXEN EC 500MG TABLETS,RX
NARCAN NASAL SPRAY 4MG/0.1ML,RX
RENAL VITAMN TAB,OTC
VITAMIN C 500MG/5ML LIQUID,OTC
SIMETHICONE 125MG CHEW TAB,OTC
SECURA PROTECTIVE CREAM 10%,OTC
NUCYNTA 100MG TABLET,RX
DESMOPRESSIN ACETATE 0.2MG TAB,RX
MESALAMINE 1000MG SUPP,RX
DESMOPRESSIN ACETATE 4MCG/ML SOLN,RX
BENGAY ULTRA STR CRM CREA,OTC
AVEENO DAILY MOISTR 1.2% LOTN,OTC
CHILD MUCUS & COUGH RELIEF,OTC
PAIN RELIEVING 10% CREAM,OTC
COUGH DROP 5.8MG LOZENGE,OTC
GUAIFENESIN DM 100-10MG/5ML LQ,OTC
MICONAZOLE AF 2% POWDER,OTC
HEMORRHOIDAL 50% PAD,OTC
HEMORRHOIDAL 0.25-14-74.9%OINT,OTC
SENNOSIDES 25MG TAB,OTC
GUAIFENESIN DM MAX 100-5MG/5ML,OTC
LOPERAMIDE 1MG/7.5ML SUSP,OTC
HEMORRHOIDAL 1-0.25-14.4% CRM,OTC
LUBRICANT EYE 0.4-0.3% OP SOLN,OTC
ZINC OXIDE 25% OINTMENT,OTC
DRY EYE RELEF 0.2-0.2-1% SOLN,OTC
METHOCARBAMOL 500MG TAB,RX
METHOCARBAMOL 750MG TAB,RX
NALOXONE INJ 0.4MG/ML,RX
NALOXONE 0.4MG/ML SDV,RX
ENSURE ENLIVE LIQUID-VANILLA,OTC
MEPILEX BORDER 4X4 PADS,IV SUPPLY
CINACALCET TAB 60MG,RX
CINACALCET 60MG TAB,RX
CINACALCET TAB 90MG,RX
CINACALCET 90MG TAB,RX
NEUTROGENA FACIAL SOAP BAR,OTC
FISH OIL (OMEGA 3) LIQUID LIQD,OTC
OPTIFOAM ADH DSG 4X4 PAD PADS,IV SUPPLY
SENNA-S TABLET,OTC
SM TUSSIN DM MAX/COUGH +CONGESTION DM LIQD,OTC
SM ANTI-DIARRHEAL 1MG/7.5ML LIQD,OTC
ANTACID EXTRA STRENGTH 300MG TAB CHEW,OTC
ATENOLOL-CHLORTHAL100-25MG TAB,RX
LANSOPRAZOLE DR 15 MG CAPSULE,RX
PRAZOSIN HYDROCHLORIDE 5MG CAPS,RX
IV D5W + 40MEQ KCL (1L),IV DRUG
DAPSONE 100MG TAB,RX
PAIN RELIEF LIDOCAINE 0.04 PTCH,OTC
LACTOBACILLUS PACK,OTC
TIROSINT 75MCG CAPS,RX
ACETAMIN-CODEINE 300-30MG TAB,RX
EUCERIN CREA,OTC
PROMOGRAN DRESSING,IV SUPPLY
AQUAPHOR OINTMENT (396GM),OTC
EUCERIN PLUS - REPAIR LOTN,OTC
EUCERIN INTENSIVE REPAIR CREAM,OTC
EUCERIN INTENSIVE REPAIRHAND CREA,OTC
EUCERIN SMOOTHING REPAIRADVANCED FORMULA LOTN,OTC
ROSUVASTATIN CALCIUM 40 MG TAB,RX
VIRT-CAPS SOFTGEL,RX  
MAGNILIFE PAIN REL. FOOT CREAM,OTC
INSULIN ASPART 100UNIT/ML SOLN,RX
INSULIN ASPART 70/30 INJ,RX
INSULIN 70-30 ASPART PROT-ASP 100UNIT/1ML VIAL-INS,RX
INSULIN ASP 70/30 FLEXPEN-3ML,RX
INSULIN 70-30 ASPART PROT-ASP 100UNIT/1ML INSULN P,RX
DESITIN 0.4 PSTE,OTC
DESITIN MAX. STR. 40% PASTE,OTC
DESITIN 40% MAX STRENGTH PASTE,OTC
DESITIN CRE 13%,OTC
RID 0.33%-4% LIQUID SHAMPOO,OTC
VISINE SOL 0.05% OP,OTC
VISINE EXTRA 0.05% OPTH.SOLN,OTC
BENGAY ULTRA STRENGTH LARGE 5% ADH. PATCH,OTC
BENGAY PRO-COOL 5% GEL,OTC
B-COMPLEX + C 400MCG TABLET ER,OTC
VIT B COMPLEX+C CR TAB,OTC
VITAMIN B-6 TAB 100MG,OTC
PURACOL COLLAGEN DRESSING,IV SUPPLY
VITAMIN B-12 P/F S/F G/F 1000MCG TABLET,OTC
ZINC 50MG TAB,OTC
MELATONIN TAB 1MG,OTC
"PURACOL DRS 2X2"" PACK",IV SUPPLY
CALCIUM 600-VIT D3 800 TABLET,OTC
CRANBERRY/VIT C 4200MG SOFTGEL,OTC
CRANBERRY + VIT C 4200 MG SFGL,OTC
"HAIR, SKIN AND NAILS CAPLET",OTC
"BIOTIN 1,000 MCG TABLET",OTC
FISH OIL 1200MG CAP,OTC
SUPER B-COMP TAB /FA/VITC,OTC
"BIOTIN 5,000 MCG SOFTGEL",OTC
REFRIGERATOR BOX,SUPPLY-NON IV
OYSTER CAL+D TAB 500MG/125U TABS,OTC
"B-12 SUPER STR 5,000MCG/ML DRP 5000MCG/1ML LIQUID",OTC
MILK THISTLE 175 MG CAPSULE,OTC
CALCIUM +D 600MG/800IU 600MG/800IU TABS,OTC
PROBIOTIC TBEC,OTC
BIOTIN 10MG CAPS,OTC
PHENAZOPYRIDINE HCL F/C 100MG TABLET,RX
"VITAMIN D-3 CAP 50,000IU",OTC
NIVA-FOL 2.5-25-2MG TAB,RX
ACYCLOVIR 200MG CAPS,RX
IV ERTAPENEM 1GM/100ML NS-MBP,IV DRUG
REPLESTA 50000UNIT WAFR,OTC
RESTORE HYDROGEL,OTC
FLUOXETINE HYDROCHLORIDE 60MG TABS,RX
NIFEREX TAB,RX
NIFEREX TABS,RX
NALOXONE 1MG/ML SYR.-2ML,RX
METHOCARBAMOL 750MG TABS,RX
METHOCARBAMOL TAB 750MG,RX
BETIMOL 0.5% EYE DROPS,RX
BETIMOL 0.5% OPTH.SOLN,RX
BETIMOL 0.005 SOLN,RX
IV ELASTOMERIC 400ML@200ML/H4 MISC,IV SUPPLY
CHLORASEPTIC 6-10MG LOZENGE,OTC
CLEAR EYES MULTI-SYMPT OP SOLN,OTC
MURINE WAX REMOVAL 6.5% DROPS,OTC
DHEA 25 MG TABLET,OTC
MELATONIN 5MG TAB SUBL,OTC
"SAFETYGLIDE MIS 23GX1""",SUPPLY-NON IV
VITAMIN D3 SPR STR 2000UNIT TABLET,OTC
CALCIUM CARBONATE 500MG CHEWTB,OTC
VITAMIN B-6 50 MG TABLET,OTC
SAFETY-LOK SYRINGE 10ML,SUPPLY-NON IV
VITAMIN E 180MG CAP,OTC
VITAMIN E 180MG (400U) CAP,OTC
VITAMIN D3 50MCG (2000IU) CAP,OTC
VITAMIN D3 50MCG CAP,OTC
TAB-A-VITE MULTIVITAMIN TAB,OTC
MULTIVITAMIN TAB ZINC STR,OTC
CALCIUM W/D 600MG-400IU TAB,OTC
"VITAMIN D3 25MCG (1,000IU) TAB",OTC
SENSODYNE T/P PRONAMEL FRESH TOOTHPASTE,OTC
DULCOLAX 10MG SUPPOSITORY,OTC
HYPERSAL 3.5% NEBULIZER,RX
VITAMIN D3 SOLN 5000U/0.5ML SOLN,OTC
IV EXTENSION SET 2C1103 EACH,IV SUPPLY
PURACOL ULTRA POWDER DRESSING,IV SUPPLY
SHARPS CONT MIS HOME,SUPPLY-NON IV
VIAL-MATE ADAPTOR 2B8071 EACH,IV SUPPLY
IV IMIPEN/CILAS 250MG/100NS-MB,IV DRUG
"SILVERCEL ANTIMIC ALG DSG 2""X2"" PTCH",IV SUPPLY
VIAL-MATE ADAPTER,IV SUPPLY
AZO BLADDER CONTROL 300MG CAP,OTC
"VITAMIN D-3 5,000IU TAB",OTC
IV ABX FEE QD EACH,IV SUPPLY
IV ABX FEE BID EACH,IV SUPPLY
IV ABX FEE TID EACH,IV SUPPLY
IV ABX FEE >QID EACH,IV SUPPLY
IV OTHER FEE /DAY,IV SUPPLY
IV NON-CVRD ABX FEE QD,IV SUPPLY
IV NON-CVRD ABX FEE BID EACH,IV SUPPLY
IV NON-CVRD ABX FEE TID,IV SUPPLY
IV NON-CVRD HYDRATION /DAY EACH,IV SUPPLY
CNS RPH PER BED ALF DRR EACH,CONSULTING
IV HYPODERMOCLYSIS 24GX9MM,IV SUPPLY
FISH OIL(OMEGA3/DHA/EPA) 1600MG/5ML LIQUID,OTC
SILVERCEL NA ALGINATE PAD,IV SUPPLY
ZUPLENZ 4MG FILMTAB,RX
BABY ANTI MONKEY BUTT CRM CREA,OTC
RESTA CREA,OTC
VENASTAT 300MG CAP,OTC
PROSOURCE PACK,OTC
PROSOURCE NO CARB (887ML),OTC
SM ALCOHOL 70% PREP PADS,SUPPLY-NON IV
HYFIBER W/FOS SOLN (946ML),OTC
THERAPEUTIC-M TAB,OTC
MULTIVITAMIN ADULT 50+ TAB,OTC
MULTIVITAMIN MEN 50+ TAB,OTC
VIRT-PHOS 250 NEUTRAL TABS,RX  
IV IMIPEN/CILAS 500MG/100NS-MB,IV DRUG
IV MEROPENEM 500MG/100ML NS-M,IV DRUG
MINIBORE EXTENSION SET,IV SUPPLY
IV MEROPENEM 2GM/200ML NS-E,IV DRUG
IV TOBRAMYCIN 400MG/100ML NS-E,IV DRUG
IV TPN (2L) MISC,IV DRUG
IV TPN W/ADDITIVES (1L) MISC,IV DRUG
MISCELLANEOUS,MISC
MAGIC MOUTHWASH (LDM),RX
NYSTATIN/ZINC OX CREAM 1:1,RX
LIDO 2%-DIPHEN-ANTACID 1:1:1,RX
DILTIAZEM 2%-HYDROPHILIC OINT,RX
LIDO 5% OI-DESITIN-ZNOX .5:1:1,RX
SANTYL-TRIPLE ANTIBIOTIC OINT,RX
OMEPRAZOLE DR 20 MG CAPSULE,RX
PANTOPRAZOLE 40MG/20ML SOLN,RX
Miscellaneous Adjustment,MISC
DAKIN'S 0.0625% (1/8 STR) SOLN,OTC
IV TYGACIL 50MG/100ML NS-MBP,IV DRUG
IV TYGACIL 100MG/100ML NS,IV DRUG
IV VANCOMYCIN 2GM/400ML NS-E,IV DRUG
IV-DAPTOMYCIN 350MG/100ML NS,IV DRUG
IV-DAPTOMYCIN 500MG/50ML NACL,IV DRUG
IV-GENTAMIC 84MG/100ML0.9%NACL,IV DRUG
IV-KCL 20MEQ/50ML NSS,IV DRUG
IV-KCL 40MEQ/1000ML D5W-0.9%NS,IV DRUG
IV-KCL 40MEQ/D5W-0.9%NS,IV DRUG
IV-LINEZOLID 600MG/300ML0.9%NS,IV DRUG
IV-MEROPENEM 1GM/50ML NS,IV DRUG
IV-MEROPENEM 2GM/100ML NACL,IV DRUG
IV-MEROPENEM 500MG/100ML NACL,IV DRUG
IV-MYCAMINE 100MG/100ML D5W,IV DRUG
IV-OXACILLIN 2GM / 100 NACL,IV DRUG
IV-PEN G POT 4MU/50ML NACL,IV DRUG
IV-TAZICEF 2GM/100ML NS0.9%,IV DRUG
IV-TPN,IV DRUG
IV-VABOMERE 2GM/250ML0.9%NACL,IV DRUG
IV-VANCOMYCIN 1.25GM/250ML D5W,IV DRUG
IV-VANCOMYCIN1.5GM/250ML0.9%NS,IV DRUG
IV-VANCOMYCIN1.5GM/500ML0.9%NS,IV DRUG
IV-VENOFER 200MG/100ML NACL,IV DRUG
KCL 40MEQ /NACL 0.9% 1000ML,IV DRUG
LACTATED RINGERS VIAFLEX SOLN,IV DRUG
SANTYL/MUPIROCIN OINTMENT,RX
SSD/ZINC OXIDE 20% OINT,RX
LEVOFLOXACIN 500MG/100ML D5W,IV DRUG
MISCELLANEOUS CHARGE,MISC
LINEZOLID 600 MG 300 MLS,IV DRUG
IV LINE KIT,IV SUPPLY
IV SUPPLY KIT,IV SUPPLY
MID LINE SUPPLY KIT,IV SUPPLY
MIDLINE IV SUPPLY KIT,IV SUPPLY
PERIPHERAL LINE KIT,IV SUPPLY
PERIPHERAL LINE KIT USER,IV SUPPLY
PERIPHERAL LINE USER,IV SUPPLY
PICC LINE SUPPLY KIT,IV SUPPLY
PICC SUPPLY KIT,IV SUPPLY
TPN SUPPLY KIT,IV SUPPLY
CHEST PORT SUPPLY KIT,IV SUPPLY
PORT-A-CATH SUPPLY KIT,IV SUPPLY
MISCELLANEOUS CHARGES,MISC
MISCELLANEOUS CR/DR,MISC
MISCELLANEOUS CREDIT,MISC
MAGNESIUM 1GM/ 50ML NS,IV DRUG
NEEDLELESS CONNECTOR,IV SUPPLY
OPTICHAMBER MIS DIAMOND,SUPPLY-NON IV
ORENCIA 125MG/ML PFS (1ML),RX
ORENCIA INJ 125MG/ML,RX
MAGNESIUM SULFATE 1GM/50ML NS,IV DRUG
PAIN EASE AER MIST,RX
"MEROPENEM 10'S, LATEX-FREE.SUV 1 GM 120 MLS (SODIU",IV DRUG
MEROPENEM 1GM/ 50ML NS MB+,IV DRUG
MEROPENEM 1GM/100ML NS,IV DRUG
SALICYLIC ACID 0.06 GEL,RX
VITAL-D RX TABS,RX  
SALICYLIC ACID WART REMOVER 0.275 LIQD,RX
SILVER NITRATE STICKS,RX
MEROPENEM 500MG/ 50ML D5W,IV DRUG
MEROPENEM 500MG/ 50ML NS,IV DRUG
MEROPENEM 500MG/100ML NS,IV DRUG
MEROPENEM INJ 1GM,IV DRUG
METRONIDAZOLE 500MG/100ML NACL,IV DRUG
GENTAMICIN 80MG/2ML SDV,RX
METRONIDAZOLE IN NACL 0.79% SOLN,IV DRUG
C-LANSOPRAZOLE 3MG/ML SUSP,RX
metroNIDAZOLE/NACL INJ 500MG,IV DRUG
MYCAMINE INJ 100MG,IV DRUG
PHYTONADIONE INJ 10MG/ML,RX
NAFCILLIN INJ 1GM,IV DRUG
GENTAMICIN 40MG/ML VIAL-2ML,RX
GENTAMICIN INJ 40MG/ML,RX
NEOSTIGMINE METHYLSULFATE 5MG/10ML SOLN,IV DRUG
"SOLU-CORTEF SDV, P/F 500MG/4ML VIAL",RX
C-METOPROLOL SUSP 12.5MG/5ML,RX
OXACILLIN 2GM/100ML NS,IV DRUG
OXACILLIN 3GM/100ML D5W,IV DRUG
OXACILLIN 3GM/100ML NS,IV DRUG
C-NIFEDIPINE 9MG/ML SUSP,RX
OXACILLIN INJ 2GM,IV DRUG
PARICALCITOL 2MCG/ML SDV,IV DRUG
PIPER/TAZ 2.25GM/50ML D5W,IV DRUG
PIPER/TAZO 2.25GM/ 100ML NS,IV DRUG
PIPER/TAZO 4.5GM/100ML D5,IV DRUG
PIPER/TAZO 4.5GM/100ML D5W,IV DRUG
PIPER/TAZO 4.5GM/100ML NS,IV DRUG
PIPER/TAZOBA 3.375GM/100ML D5W,IV DRUG
PIPER/TAZOBA 3.375GM/100ML NS,IV DRUG
TOBRAMYCIN INJ 40MG/ML,RX
TOBRAMYCIN INJ 80MG/2ML,RX
PIPER/TAZOBA 4-0.5GM VIAL,IV DRUG
PIPER/TAZOBA INJ 3-0.375G,IV DRUG
C-VANCOMYCIN 25MG/ML SUSP,RX
PIPER/TAZOBA INJ 4-0.5GM,IV DRUG
PIPERACILLIN/TAZOBACTAM SOLR,IV DRUG
PIPERACIL-TAZOBACT 4.5 GM 100 MLS (SODIUM CHLORIDE,IV DRUG
PIPERACIL-TAZOBACT 4.5 GM 110 MLS (SODIUM CHLORIDE,IV DRUG
SOD BICARB INJ 8.4%,IV DRUG
OMEPRAZOLE DR 40 MG CAPSULE,RX
SOD CHLORIDE 0.9% MINI- 100ML,IV DRUG
SOD CHLORIDE-0.9%-SOL MINIBAG,IV DRUG
SODIUM BICARBONATE 50 MEQ 1000 MLS (DEXTROSE IN WA,IV DRUG
VIAL ACCESS SPIKE,IV SUPPLY
VIAL-MATE ADAPTOR,IV SUPPLY
VITAMIN K1 INJ 10MG/ML,RX
TRIAD HYDROPHILIC WOUND DRESSING,IV SUPPLY
TRIAD HYDROPHILIC WOUND DRESSING PSTE,IV SUPPLY
SODIUM CHLORIDE 0.9%-100ML,IV DRUG
"SODIUM CHLORIDE 100'S, U-D, SUV, P/F 0.9 % VIAL-NE",IV DRUG
STERIL WATER INJ,IV DRUG
STERILE INJ WATER,IV DRUG
STERILE WATER FOR IRRIGATION,SUPPLY-NON IV
TAZICEF INJ 1GM,IV DRUG
THERAHONEY WOUND GEL,OTC
TUBIGRIP E ELASTIC BANDAGE,SUPPLY-NON IV
UNNA-FLEX ELASTIC 3X10 BANDAGE,SUPPLY-NON IV
TRIAD WOUND PST DRESSING,IV SUPPLY
DISCOUNT CREDIT,MISC
ZYNO IV ADMIN SET,IV SUPPLY
ZYNO IV SECONDARY SET,IV SUPPLY
FORM-DRUG DISPOSITION FORM,RECORDS/REPORTS/FORMS
ROBITUSSIN COUGH/CHEST DM {118,OTC
SM COENZYME Q-10 100 MG SFTGL,OTC
ONE DAILY WOMEN'S TABLET,OTC
LANTISEPTIC 50% OINT (113GM),OTC
LANTISEPTIC 50% OINTMENT,OTC
SINUS RINSE KIT-NEILMED W/PKTS,OTC
"XEROFLO DRESSING 2""X2"" PADS",IV SUPPLY
ZIP TIES - RED,SUPPLY-NON IV
PROSOURCE PROTEIN LIQUID,OTC
ADJUSTMENT,MISC
"*IV PUMP /DAY ""COVERED""",IV SUPPLY
*VIAL-MATE ADAPTOR (2B8071),IV SUPPLY
*IV PUMP NON-CVRD /DAY,IV SUPPLY
*TUBIN-TPN/FAT 1.2FLTBX#2H8486,IV SUPPLY
*TUBIN-TPN W/.2FLT BAX 2C8571,IV SUPPLY
*TUBING-BXTR SECONDARY(2C7461),IV SUPPLY
*VIAL-MATE (2B8071),IV SUPPLY
"*SAFESTEP 22GA 3/4"" SET LH0029",IV SUPPLY
SVC NRS SVC THIRD PARTY,IV INSERTION
TEFLARO INJ 400MG,IV DRUG
TEFLARO INJ 600MG,IV DRUG
TIGAN INJ 100MG/ML,IV DRUG
TIGECYCLINE INJ 50MG,IV DRUG
TPN,IV DRUG
TPN SOLUTION 2000 MLS (CLINISOL /DEXTROSE IN WATER,IV DRUG
TPN SOLUTION 2050 MLS (CLINISOL /DEXTROSE IN WATER,IV DRUG
TPN SOLUTION 2200 MLS (CLINISOL /DEXTROSE IN WATER,IV DRUG
TYGACIL 50MG SOLR,IV DRUG
VANCOMYCIN 1.25GM/250ML NS,IV DRUG
VANCOMYCIN 1.5GM/250ML NS,IV DRUG
VANCOMYCIN 1.5GM/500ML NS,IV DRUG
VANCOMYCIN 1000MG (1GM) VIAL,IV DRUG
VANCOMYCIN 500MG/100ML D5W,IV DRUG
VANCOMYCIN 500MG/100ML NS,IV DRUG
VANCOMYCIN HCL 1.5 GM 265 MLS (SODIUM CHLORIDE 0.9,IV DRUG
VANCOMYCIN HCL 1.75 GM 517.5 MLS (SODIUM CHLORIDE,IV DRUG
"VANCOMYCIN HCL LATEX-FREE,P/F,BULK 1.25 GM 262.5 M",IV DRUG
"VANCOMYCIN HCL LATEX-FREE,P/F,BULK 1.5 GM 515 MLS",IV DRUG
VANCOMYCIN HCL OUTER 1GM VIAL,IV DRUG
VANCOMYCIN INJ 1000MG,IV DRUG
ZOSYN ISO-OSMOST 2.25 GM 50 MLS,IV DRUG
SALE,MISC
PAYMENT Statement: 2715498 Check: 4835,A/R TRANSACTION
PAYMENT Statement: 2715498 Check: 4817,A/R TRANSACTION
PAYMENT Statement: 2715498 Check: 4797,A/R TRANSACTION
PAYMENT Statement: 2700861 Check: 4757,A/R TRANSACTION
PAYMENT Statement: 2715498 Check: 4857,A/R TRANSACTION
PAYMENT Statement: 2730487 Check: 5014,A/R TRANSACTION
PAYMENT Statement: 2730487 Check: 5061,A/R TRANSACTION
PAYMENT Statement: 2744722 Check: 5014,A/R TRANSACTION
PAYMENT Statement: 2758595 Check: 5091,A/R TRANSACTION
PAYMENT Statement: 2758595 Check: 5151,A/R TRANSACTION
PAYMENT Statement: 2758595 Check: 5187,A/R TRANSACTION
PAYMENT Statement: 2758595 Check: 5248,A/R TRANSACTION
PAYMENT Statement: 2772059 Check: 5272,A/R TRANSACTION
PAYMENT Statement: 2772059 Check: 5310,A/R TRANSACTION
PAYMENT Statement: 2785394 Check: 5352,A/R TRANSACTION
PAYMENT Statement: 2785394 Check: 5422,A/R TRANSACTION
PAYMENT Statement: 2798616 Check: 5506,A/R TRANSACTION
PAYMENT Statement: 2785394 Check: 5537,A/R TRANSACTION
PAYMENT Statement: 2785394 Check: 5460,A/R TRANSACTION
PAYMENT Statement: 2811731 Check: 5604,A/R TRANSACTION
PAYMENT Statement: 2700861 Check: 4731,A/R TRANSACTION
PAYMENT Statement: 2700861 Check: 4677,A/R TRANSACTION
PAYMENT Statement: 2700845 Check: 4087,A/R TRANSACTION
PAYMENT Statement: 2700845 Check: 4054,A/R TRANSACTION
PAYMENT Statement: 2685834 Check: 4016,A/R TRANSACTION
PAYMENT Statement: 2685834 Check: 3993,A/R TRANSACTION
PAYMENT Statement: 2715482 Check: 4200,A/R TRANSACTION
PAYMENT Statement: 2715482 Check: 4174,A/R TRANSACTION
PAYMENT Statement: 2700845 Check: 4124,A/R TRANSACTION
PAYMENT Statement: 2715482 Check: 2338,A/R TRANSACTION
PAYMENT Statement: 2715482 Check: 2388,A/R TRANSACTION
PAYMENT Statement: 2715482 Check: 4225,A/R TRANSACTION
PAYMENT Statement: 2730488 Check: 4283,A/R TRANSACTION
PAYMENT Statement: 2730488 Check: 4319,A/R TRANSACTION
PAYMENT Statement: 2730488 Check: 4355,A/R TRANSACTION
PAYMENT Statement: 2730488 Check: 4387,A/R TRANSACTION
PAYMENT Statement: 2744723 Check: 4403,A/R TRANSACTION
PAYMENT Statement: 2744723 Check: 4434,A/R TRANSACTION
PAYMENT Statement: 2744723 Check: 4448,A/R TRANSACTION
PAYMENT Statement: 2758596 Check: 4506,A/R TRANSACTION
PAYMENT Statement: 2758596 Check: 4526,A/R TRANSACTION
PAYMENT Statement: 2758596 Check: 4565,A/R TRANSACTION
PAYMENT Statement: 2758596 Check: 4604,A/R TRANSACTION
PAYMENT Statement: 2758596 Check: 4619,A/R TRANSACTION
PAYMENT Statement: 2772060 Check: 4707,A/R TRANSACTION
PAYMENT Statement: 2772060 Check: 4737,A/R TRANSACTION
PAYMENT Statement: 2772060 Check: 4800,A/R TRANSACTION
PAYMENT Statement: 2772060 Check: 4777,A/R TRANSACTION
PAYMENT Statement: 2785395 Check: 4857,A/R TRANSACTION
PAYMENT Statement: 2785395 Check: 4958,A/R TRANSACTION
PAYMENT Statement: 2785395 Check: 4975,A/R TRANSACTION
PAYMENT Statement: 2785395 Check: 5015,A/R TRANSACTION
PAYMENT Statement: 2798617 Check: 5115,A/R TRANSACTION
PAYMENT Statement: 2798617 Check: 5153,A/R TRANSACTION
PAYMENT Statement: 2811732 Check: 5156,A/R TRANSACTION
ADJUSTMENT - APPLY ON ACCT OPEN ITEMS,MISC
ADJUSTMENT - NSF - RETURNED CHECK FEE,MISC
ADJUSTMENT -,MISC
OXYBUTYNIN TAB 15MG ER,RX
ARIPIPRAZOLE TAB 30MG,RX
TOLTERODINE CAP 2MG ER,RX
HYDROCORTISO CRE 2.5%,RX
AMITRIPTYLIN TAB 10MG,RX
DRIZALMA CAP 60MG DR,RX
AEROCHAMBER MIS PLUS,SUPPLY-NON IV
BD INSYTE AUTO 22GA 1.0IN,IV SUPPLY
BD INSYTE AUTOGUARD 24GA,IV SUPPLY
CEFAZOL/DEX SOL 1GM (50ML),IV DRUG
CLINDAMYCIN INJ 300MG,IV DRUG
CEFAZOL/DEX SOL 2GM (50ML),IV DRUG
REFRESH TEAR DRO 0.5% OP,OTC
LINZESS CAP 290MCG,RX
QUETIAPINE TAB 50MG ER,RX
NICOTINE POL GUM 4MG MINT,IV SUPPLY
CALCIPOTRIEN CRE 0.005%,RX
NICODERM CQ DIS 21MG/24H,IV SUPPLY
TUBERSOL-5UNIT/0.1ML-SOL (1ML),RX
CPOE,MISC
CEFAZOLIN 2GM/100ML,IV DRUG
CEFEPIME/DEX INJ 1GM(50ML),IV DRUG
CARBAMAZEPIN TAB 100MGER,RX
WIXELA 250/50,RX
HUMALOG 75/25 M-I-X SUS,RX
NIACIN TAB 500MG,OTC
METHIMAZOLE TAB 10MG,RX
ASA/DIPYRIDA CAP 25-200MG,RX
IBUPROFEN 800 MG TABLET,RX
MOMETASONE SPR 50MCG (120INH),RX
QUETIAPINE TAB 400MG,RX
ALOGLIPTIN TAB 25MG,RX
ATOMOXETINE CAP 40MG,RX
TROSPIUM CHL CAP 60MG ER,RX
MORPHINE SUL IR 15MG,RX
CALCIUM CARB 500MG(1250MG)TABS,OTC
LIDOCAINE CRE 4%,RX
DRYSOL SOL 20%,RX
CEFEPIME/DEX INJ 2GM (50ML),IV DRUG
SYSTANE PF SOL,OTC
"1ML TB SYRNG MIS 25GX1""",SUPPLY-NON IV
